1nz,N,Z,A,EL,MASSEXCESS,AtomicMass,BE,BE_uncer
31,101,70,171,Yb,-59306.81,170.936331517,8089.603,0.092
33,102,69,171,Tm,-59210.298,170.936435126,8352.914,0.118
35,103,68,171,Er,-57718.956,170.938036148,7627.466,0.063
29,100,71,171,Lu,-57828.395,170.93791866,7511.475,0.059
19,95,76,171,Os,-34301.942,170.963175348,8074.208,0.094
13,92,79,171,Au,-7562.295,170.991881542,7717.987,0.074
21,96,75,171,Re,-41250.28,170.955716,7773.95,0.075
23,97,74,171,W ,-47086.09,170.949451,8023.281,0.081
25,98,73,171,Ta,-51720.273,170.944476,7972.436,0.083
27,99,72,171,Hf,-55431.345,170.940492,7763.688,0.07
17,94,77,171,Ir,-26412.025,170.971645522,8423.212,0.124
15,93,78,171,Pt,-17469.702,170.981245502,7590.991,0.064
37,104,67,171,Ho,-54518.956,170.94147149,7417.958,0.058
32,102,70,172,Yb,-59255.446,171.936386658,8356.227,0.266
30,101,71,172,Lu,-56735.98,171.939091417,8414.796,0.213
36,104,68,172,Er,-56483.612,171.939362344,7944.033,0.086
34,103,69,172,Tm,-57374.379,171.938406067,7506.539,0.061
16,94,78,172,Pt,-21106.92,171.977340788,7892.489,0.085
20,96,76,172,Os,-37243.842,171.960017088,7286.229,0.882
28,100,72,172,Hf,-56402.226,171.939449716,8633.679,0.3
24,98,74,172,W ,-49097.186,171.947292,8662.043,0.278
26,99,73,172,Ta,-51329.977,171.944895,7685.568,0.074
18,95,77,172,Ir,-27379.369,171.970607036,8158.602,0.094
22,97,75,172,Re,-41537.106,171.955408079,8249.54,0.102
14,93,79,172,Au,-9318.006,171.989996708,7808.843,0.073
12,92,80,172,Hg,-1058.744,171.998863391,7810.207,0.074
33,103,70,173,Yb,-57551.225,172.938216215,8018.568,0.096
31,102,71,173,Lu,-56880.916,172.938935822,7763.075,0.072
35,104,69,173,Tm,-56256.059,172.939606632,7854.808,0.076
19,96,77,173,Ir,-30268.435,172.967505496,8029.257,0.085
21,97,76,173,Os,-37438.257,172.959808375,7457.02,0.061
15,94,79,173,Au,-12832.44,172.986223808,7715.526,0.072
23,98,75,173,Re,-43553.865,172.953243,7704.144,0.075
25,99,74,173,W ,-48727.383,172.947689,8423.722,0.128
27,100,73,173,Ta,-52396.538,172.94375,7467.97,0.062
29,101,72,173,Hf,-55411.784,172.940513,7493.285,0.062
17,95,78,173,Pt,-21942.911,172.976443315,8090.417,0.095
34,104,70,174,Yb,-56944.512,173.938867548,8102.565,0.095
32,103,71,174,Lu,-55570.195,173.940342938,7715.837,0.072
30,102,72,174,Hf,-55844.481,173.94004848,8099.138,0.094
22,98,76,174,Os,-39995.416,173.957063152,8109.446,0.094
18,96,78,174,Pt,-25318.163,173.972819832,7839.679,0.085
14,94,80,174,Hg,-6641.009,173.992870583,7852.539,0.076
20,97,77,174,Ir,-30863.492,173.966866676,7994.537,0.091
24,99,75,174,Re,-43673.096,173.953115,7628.485,0.067
26,100,74,174,W ,-50227.088,173.946079,7907.972,0.08
28,101,73,174,Ta,-51740.766,173.944454,7933.336,0.085
36,105,69,174,Tm,-53864.512,173.942174064,7912.066,0.081
35,105,70,175,Yb,-54695.549,174.94128191,7942.574,0.085
33,104,71,175,Lu,-55165.582,174.940777308,8043.814,0.096
31,103,72,175,Hf,-54481.662,174.941511527,7920.102,0.082
23,99,76,175,Os,-40105.376,174.956945105,7558.344,0.067
21,98,77,175,Ir,-33394.506,174.964149521,7563.443,0.067
19,97,78,175,Pt,-25713.466,174.972395457,7621.46,0.069
25,100,75,175,Re,-45288.307,174.951381,7677.387,0.071
27,101,74,175,W ,-49632.795,174.946717,7713.333,0.072
29,102,73,175,Ta,-52408.647,174.943737,8202.255,0.112
17,96,79,175,Au,-17403.955,174.981316085,8361.331,0.186
37,106,69,175,Tm,-52310.549,174.943842313,8270.539,0.108
15,95,80,175,Hg,-7972.576,174.991441086,8610.309,0.261
36,106,70,176,Yb,-53491.314,175.942574708,7907.017,0.084
34,105,71,176,Lu,-53382.236,175.942691809,7664.58,0.073
32,104,72,176,Hf,-54576.321,175.941409905,8480.915,0.139
16,96,80,176,Hg,-11784.95,175.987348335,8330.729,0.164
20,98,78,176,Pt,-28933.867,175.968938214,7702.923,0.084
22,99,77,176,Ir,-33878.326,175.963630119,7786.932,0.087
24,100,76,176,Os,-42097.94,175.954806,7722.118,0.082
26,101,75,176,Re,-45062.885,175.951623,8278.573,0.112
28,102,74,176,W ,-50641.603,175.945634,7893.508,0.083
30,103,73,176,Ta,-51365.374,175.944857,8349.829,0.123
18,97,79,176,Au,-18520.963,175.980116927,7987.425,0.091
14,95,81,176,Tl,581.594,176.000624367,6948.543,0.863
38,107,69,176,Tm,-49371.314,175.946997711,8104.872,0.109
37,107,70,177,Yb,-50986.397,176.945263848,7979.48,0.092
35,106,71,177,Lu,-52383.806,176.943763668,7958.047,0.089
33,105,72,177,Hf,-52880.616,176.94323032,8043.823,0.107
31,104,73,177,Ta,-51714.616,176.944482073,8516.065,0.147
19,98,79,177,Au,-21545.103,176.976870379,7921.531,0.095
25,101,76,177,Os,-41956.462,176.954957882,8269.034,0.13
21,99,78,177,Pt,-29370.444,176.968469529,7986.56,0.106
23,100,77,177,Ir,-36047.421,176.9613015,8081.668,0.099
15,96,81,177,Tl,-3340.526,176.996413797,7739.121,0.091
27,102,75,177,Re,-46269.17,176.950328,7695.001,0.087
29,103,74,177,W ,-49701.726,176.946643,7550.173,0.071
17,97,80,177,Hg,-12782.542,176.986277376,8465.275,0.152
34,106,72,178,Hf,-52435.236,177.943708456,8102.195,0.115
36,107,71,178,Lu,-50337.784,177.945960162,8131.039,0.111
38,108,70,178,Yb,-49695.475,177.94664971,8392.818,0.134
20,99,79,178,Au,-22303.743,177.976055945,8039.939,0.112
22,100,78,178,Pt,-31997.519,177.965649248,6558.024,1.021
18,98,80,178,Hg,-16315.901,177.982484158,7550.677,0.074
26,102,76,178,Os,-43544.27,177.9532533,7817.561,0.088
30,104,74,178,W ,-50406.936,177.945885925,7865.418,0.09
24,101,77,178,Ir,-36251.884,177.961082,8159.203,0.113
14,96,82,178,Pb,3574.294,178.003837163,7981.276,0.111
28,103,75,178,Re,-45653.453,177.950989,7756.246,0.085
35,107,72,179,Hf,-50462.907,178.945825838,7769.301,0.087
33,106,73,179,Ta,-50357.323,178.945939187,7588.974,0.076
37,108,71,179,Lu,-49058.918,178.947333082,8563.566,0.176
23,101,78,179,Pt,-32268.145,178.965358719,7923.821,0.109
25,102,77,179,Ir,-38081.714,178.959117596,8416.979,0.138
21,100,79,179,Au,-24988.567,178.973173668,7621.645,0.078
31,105,74,179,W ,-49295.127,178.947079501,7402.576,0.069
27,103,76,179,Os,-43019.495,178.953816669,7703.224,0.08
29,104,75,179,Re,-46584.28,178.949989715,7731.848,0.082
19,99,80,179,Hg,-16928.134,178.981826899,8176.277,0.117
17,98,81,179,Tl,-8268.495,178.991123405,8078.074,0.112
15,97,82,179,Pb,2050.639,179.002201452,8504.254,0.162
36,108,72,180,Hf,-49779.348,179.946559669,7924.204,0.104
32,106,74,180,W ,-49636.115,179.946713435,8443.632,0.159
34,107,73,180,Ta,-48932.877,179.947468392,7385.434,0.07
22,101,79,180,Au,-25625.509,179.972489883,7863.908,0.092
24,102,78,180,Pt,-34435.877,179.963031563,7866.336,0.108
16,98,82,180,Pb,-1941.38,179.997915842,7719.802,0.087
20,100,80,180,Hg,-20250.447,179.978260249,7817.505,0.091
28,104,76,180,Os,-44357.81,179.95237993,8575.172,0.181
30,105,75,180,Re,-45837.359,179.950791568,7770.193,0.09
26,103,77,180,Ir,-37977.526,179.959229446,7869.548,0.104
18,99,81,180,Tl,-9386.647,179.989923019,3101.524,2.28
38,109,71,180,Lu,-46676.348,179.949890876,7808.236,0.107
35,108,73,181,Ta,-48438.311,180.947999331,7976.733,0.109
37,109,72,181,Hf,-47402.831,180.949110965,8490.555,0.159
33,107,74,181,W ,-48233.818,180.948218863,7695.951,0.098
27,104,77,181,Ir,-39463.028,180.957634694,7550.299,0.078
19,100,81,181,Tl,-12798.735,180.986259992,7659.036,0.084
31,106,75,181,Re,-46517.391,180.950061523,7812.825,0.11
25,103,78,181,Pt,-34381.511,180.963089927,7751.91,0.709
21,101,80,181,Hg,-20661.136,180.977819357,8469.746,0.157
23,102,79,181,Au,-27871.136,180.970079103,7339.77,0.071
29,105,76,181,Os,-43549.963,180.953247188,7870.865,0.114
17,99,82,181,Pb,-3117.35,180.996653386,8187.104,0.122
39,110,71,181,Lu,-44797.41,180.951908,7038.562,1.032
34,108,74,182,W ,-48246.06,181.948205721,8717.795,0.295
36,109,73,182,Ta,-46429.934,181.950155413,8721.332,0.3
38,110,72,182,Hf,-46049.508,181.950563816,8365.995,0.196
22,102,80,182,Hg,-23576.922,181.974689132,8573.656,0.224
20,101,81,182,Tl,-13327.927,181.98569188,7510.23,0.078
18,100,82,182,Pb,-6825.112,181.99267294,7669.076,0.09
26,104,78,182,Pt,-36168.449,181.961171571,7441.9,0.075
24,103,79,182,Au,-28300.768,181.969617874,8628.148,0.223
28,105,77,182,Ir,-39051.679,181.958076296,8420.775,0.149
30,106,76,182,Os,-44609.104,181.952110153,8288.153,0.142
32,107,75,182,Re,-45446.06,181.951211645,7749.784,0.11
35,109,74,183,W ,-46365.58,182.9502245,7987.436,0.124
37,110,73,183,Ta,-45292.796,182.95137618,8050.064,0.129
23,103,80,183,Hg,-23804.674,182.974444629,7480.1,0.079
33,108,75,183,Re,-45809.58,182.95082139,8193.716,0.132
21,102,81,183,Tl,-16587.257,182.982192846,7167.232,0.811
25,104,79,183,Au,-30191.483,182.967588108,7569.239,0.084
27,105,78,183,Pt,-35772.487,182.961596653,7684.481,0.089
29,106,77,183,Ir,-40203.311,182.956839968,8244.32,0.196
19,101,82,183,Pb,-7575.218,182.991867668,8305.975,0.16
39,111,72,183,Hf,-43282.796,182.953534004,7928.725,0.124
31,107,76,183,Os,-43664.043,182.953124719,8228.946,0.136
41,112,71,183,Lu,-39716.11,182.957363,8183.24,0.134
36,110,74,184,W ,-45705.373,183.95093326,7934.632,0.112
32,108,76,184,Os,-44252.533,183.952492949,7936.549,0.111
34,109,75,184,Re,-44219.634,183.952528267,8164.608,0.14
22,103,81,184,Tl,-16883.242,183.981875093,8406.12,0.167
24,104,80,184,Hg,-26348.965,183.971713221,8437.946,0.161
20,102,82,184,Pb,-11051.522,183.988135702,8374.488,0.149
28,106,78,184,Pt,-37334.243,183.959920039,7724.653,0.106
26,105,79,184,Au,-30318.71,183.967451524,7883.835,0.11
38,111,73,184,Ta,-42839.373,183.954010038,5512.132,4
30,107,77,184,Ir,-39610.851,183.957476,8596.796,0.392
40,112,72,184,Hf,-41499.373,183.955448587,8487.834,0.169
18,101,83,184,Bi,1063.068,184.00114125,8675.52,0.313
37,111,74,185,W ,-43387.793,184.953421286,8243.81,0.134
35,110,75,185,Re,-43819.027,184.952958337,8109.068,0.119
33,109,76,185,Os,-42805.88,184.954045995,7921.987,0.106
27,106,79,185,Au,-31858.143,184.965798874,7899.198,0.101
25,105,80,185,Hg,-26183.666,184.971890676,7908.999,0.102
39,112,73,185,Ta,-41394.293,184.955561396,8211.889,0.14
21,103,82,185,Pb,-11541.22,184.987609989,8460.208,0.213
23,104,81,185,Tl,-19757.741,184.978789191,7887.226,0.111
29,107,78,185,Pt,-36688.14,184.960613659,7669.41,0.101
31,108,77,185,Ir,-40335.553,184.956698,8312.881,0.152
41,113,72,185,Hf,-38319.8,184.958862,8365.771,0.152
34,110,76,186,Os,-42999.943,185.95383766,7869.172,0.099
36,111,75,186,Re,-41927.086,185.954989419,8352.338,0.155
38,112,74,186,W ,-42508.528,185.954365215,6083.177,1.28
22,104,82,186,Pb,-14682.026,185.984238196,8330.851,0.213
26,106,80,186,Hg,-28539.097,185.969362017,7578.879,0.087
32,109,77,186,Ir,-39172.346,185.957946754,7342.562,0.079
20,103,83,186,Bi,-3146.212,185.996622402,7835.575,0.112
18,102,84,186,Po,4100.974,186.004402577,7754.106,0.121
28,107,79,186,Au,-31714.852,185.965952703,7780.999,0.11
30,108,78,186,Pt,-37864.443,185.959350846,8216.082,0.143
24,105,81,186,Tl,-19886.613,185.978650841,7909.54,0.113
42,114,72,186,Hf,-36424.21,185.960897,7954.894,0.115
40,113,73,186,Ta,-38607.528,185.958553111,5879.985,1.402
35,111,76,187,Os,-41218.945,186.95574964,8374.949,0.167
37,112,75,187,Re,-41216.478,186.955752288,6101.644,1.515
39,113,74,187,W ,-39903.97,186.957161323,8418.058,0.165
23,105,82,187,Pb,-14986.959,186.983910836,8356.052,0.166
25,106,81,187,Tl,-22444.587,186.975904743,7999.991,0.119
21,104,83,187,Bi,-6383.271,186.993147276,7732.167,0.122
27,107,80,187,Hg,-28117.93,186.969814158,7727.109,0.112
29,108,79,187,Au,-33027.838,186.964543155,7947.633,0.121
31,109,78,187,Pt,-36685.05,186.960616976,7946.809,0.117
33,110,77,187,Ir,-39549.372,186.957542,7989.728,0.119
19,103,84,187,Po,2828.597,187.003036624,8300.992,0.208
41,114,73,187,Ta,-36895.546,186.960391,8462.518,0.192
36,112,76,188,Os,-41137.233,187.955837361,7731.131,0.117
38,113,75,188,Re,-39016.811,187.958113728,7684.589,0.101
30,109,79,188,Au,-32371.308,187.965247969,7900.194,0.121
40,114,74,188,W ,-38667.811,187.958488395,7903.8,0.117
32,110,78,188,Pt,-37820.929,187.95939756,7803.552,0.109
34,111,77,188,Ir,-38344.907,187.958835046,7917.427,0.119
24,106,82,188,Pb,-17815.202,187.980874592,7848.497,0.112
22,105,83,188,Bi,-7194.687,187.992276184,7650.735,0.1
28,108,80,188,Hg,-30201.914,187.96757691,7837.535,0.12
20,104,84,188,Po,-544.313,187.999415655,8252.586,0.172
26,107,81,188,Tl,-22336.4,187.976020886,7587.12,0.098
42,115,73,188,Ta,-33612.03,187.963916,8009.117,0.14
37,113,76,189,Os,-38986.745,188.958146005,7785.342,0.119
39,114,75,189,Re,-37979.043,188.959227817,7466.722,0.09
27,108,81,189,Tl,-24616.1,188.973573527,7788.237,0.132
33,111,78,189,Pt,-36469.348,188.960848542,7955.065,0.136
35,112,77,189,Ir,-38449.586,188.958722669,7909.397,0.119
25,107,82,189,Pb,-17844.035,188.980843639,7635.165,0.103
31,110,79,189,Au,-33581.955,188.963948286,7885.909,0.115
23,106,83,189,Bi,-10064.66,188.989195141,7845.596,0.138
21,105,84,189,Po,-1422.005,188.998473415,8163.136,0.149
29,109,80,189,Hg,-29626.401,188.968194748,7901.522,0.143
41,115,74,189,W ,-35617.536,188.961763,8306.662,0.166
38,114,76,190,Os,-38707.771,189.958445496,8616.812,0.266
34,112,78,190,Pt,-37306.45,189.959949876,7296.247,0.09
36,113,77,190,Ir,-36753.544,189.960543445,7690.83,0.135
32,111,79,190,Au,-32833.533,189.96475175,4890.202,2
28,109,81,190,Tl,-24372.027,189.973835551,8013.456,0.615
26,108,82,190,Pb,-20416.645,189.978081828,8593.136,0.238
22,106,84,190,Po,-4563.837,189.995100519,7941.168,0.129
30,110,80,190,Hg,-31370.697,189.966322169,8256.81,0.183
24,107,83,190,Bi,-10599.579,189.988620883,8110.415,0.166
42,116,74,190,W ,-34382.313,189.963089066,8161.311,0.494
40,115,75,190,Re,-35635.83,189.96174336,8359.354,0.22
39,115,76,191,Os,-36395.185,190.960928159,8322.858,0.205
37,114,77,191,Ir,-36708.756,190.960591527,8289.107,0.173
35,113,78,191,Pt,-35698.237,190.961676363,8151.721,0.152
33,112,79,191,Au,-33797.904,190.963716455,7902.483,0.14
23,107,84,191,Po,-5068.735,190.994558488,7957.452,0.151
29,110,81,191,Tl,-26282.945,190.971784096,8119.623,0.149
25,108,83,191,Bi,-13239.347,190.985786975,7961.823,0.133
41,116,75,191,Re,-34350.296,190.963123437,7831.9,0.125
21,106,85,191,At,3863.917,191.004148086,8071.743,0.142
31,111,80,191,Hg,-30591.896,190.967158247,7783.759,0.122
27,109,82,191,Pb,-20231.118,190.978281,8224.005,0.161
43,117,74,191,W ,-31176.173,190.966531,5507.302,1.536
38,115,77,192,Ir,-34835.561,191.962602485,7734.692,0.12
40,116,76,192,Os,-35882.191,191.961478881,8141.908,0.158
36,114,78,192,Pt,-36288.457,191.961042736,8003.766,0.138
24,108,84,192,Po,-8070.661,191.991335788,8027.972,0.152
28,110,82,192,Pb,-22556.02,191.975785115,8541.149,0.239
32,112,80,192,Hg,-32011.553,191.965634182,8131.959,0.159
34,113,79,192,Au,-32772.116,191.964817684,7732.249,0.129
22,107,85,192,At,2925.854,192.003141034,7955.968,0.151
26,109,83,192,Bi,-13534.535,191.985470078,7675.852,0.13
30,111,81,192,Tl,-25872.246,191.972225,3558.705,3.593
42,117,75,192,Re,-31588.825,191.966088,7881.56,0.125
39,116,77,193,Ir,-34536.235,192.962923824,8217.074,0.475
37,115,78,193,Pt,-34479.608,192.962984616,7901.284,0.149
41,117,76,193,Os,-33394.289,192.964149753,8101.199,0.16
31,112,81,193,Tl,-27477.212,192.970501997,8147.926,0.16
27,110,83,193,Bi,-15884.559,192.982947223,7983.426,0.14
35,114,79,193,Au,-33404.821,192.964138447,8671.329,0.306
25,109,84,193,Po,-8325.318,192.991062403,7939.777,0.14
33,113,80,193,Hg,-31062.179,192.966653377,8466.883,0.214
23,108,85,193,At,-67.32,192.999927728,8226.127,0.17
21,107,86,193,Rn,9042.911,193.009707964,8356.191,0.2
43,118,75,193,Re,-30231.638,192.967545,8304.643,0.208
29,111,82,193,Pb,-22194.49,192.976173234,8333.54,0.205
38,116,78,194,Pt,-34760.07,193.962683527,7993.752,0.141
40,117,77,194,Ir,-32531.708,193.965075773,8117.588,0.161
36,115,79,194,Au,-32211.936,193.965419062,8404.409,0.224
42,118,76,194,Os,-32435.108,193.965179477,7663.438,0.976
34,114,80,194,Hg,-32183.945,193.965449111,8136.375,0.169
28,111,83,194,Bi,-16028.811,193.982792362,8076.745,0.161
26,110,84,194,Po,-11004.655,193.988186015,8104.839,0.161
32,113,81,194,Tl,-26937.491,193.971081411,7898.491,0.134
22,108,86,194,Rn,5723.495,194.006144424,8384.317,0.214
30,112,82,194,Pb,-24207.94,193.974011706,7712.827,0.124
24,109,85,194,At,-720.163,193.999226872,7765.43,0.127
39,117,78,195,Pt,-32793.849,194.964794353,8408.452,0.216
37,116,79,195,Au,-32567.031,194.965037851,8158.471,0.172
41,118,77,195,Ir,-31692.251,194.965976967,7816.236,0.152
29,112,83,195,Bi,-18025.561,194.980648762,8463.887,0.227
25,110,85,195,At,-3470.295,194.996274485,8230.304,0.21
33,114,81,195,Tl,-28155.248,194.969774096,8323.642,0.199
31,113,82,195,Pb,-23707.693,194.974548743,8268.544,0.201
35,115,80,195,Hg,-31013.393,194.966705751,7709.727,0.145
27,111,84,195,Po,-11056.259,194.988130617,7841.189,0.141
23,109,86,195,Rn,5050.281,195.005421699,7893.877,0.14
43,119,76,195,Os,-29511.593,194.968318,7959.198,0.152
40,118,78,196,Pt,-32644.51,195.964954675,7960.668,0.149
36,116,80,196,Hg,-31825.941,195.965833444,7963.722,0.151
38,117,79,196,Au,-31138.706,195.966571221,7969.412,0.163
32,114,82,196,Pb,-25348.312,195.972787466,7972.679,0.159
34,115,81,196,Tl,-27496.592,195.970481192,7983.906,0.162
28,112,84,196,Po,-13473.042,195.985536094,7985.094,0.161
24,110,86,196,Rn,1970.991,196.002115945,7986.997,0.17
30,113,83,196,Bi,-18009.031,195.980666509,7993.97,0.159
26,111,85,196,At,-3914.677,195.995797421,7994.816,0.16
42,119,77,196,Ir,-29435.493,195.968399696,7998.157,0.157
44,120,76,196,Os,-28277.105,195.969643277,8001.222,0.158
41,119,78,197,Pt,-30419.75,196.967343053,8004.971,0.168
39,118,79,197,Au,-31139.738,196.966570114,8008.115,0.163
37,117,80,197,Hg,-30540.229,196.967213713,8018.333,0.162
33,115,82,197,Pb,-24745.401,196.973434717,8018.861,0.167
27,112,85,197,At,-6355.25,196.993177357,8019.428,0.166
31,114,83,197,Bi,-19687.191,196.978864929,8020.175,0.162
25,111,86,197,Rn,1510.353,197.00162143,8024.112,0.16
35,116,81,197,Tl,-28341.649,196.969573986,8025.035,0.158
43,120,77,197,Ir,-28264.105,196.969657233,8027.256,0.161
29,113,84,197,Po,-13357.99,196.985659607,8030.112,0.159
23,110,87,197,Fr,10253.971,197.01100809,8030.296,0.164
38,118,80,198,Hg,-30954.31,197.966769179,8030.957,0.165
40,119,79,198,Au,-29580.781,197.968243724,8034.388,0.682
42,120,78,198,Pt,-29903.999,197.967896734,8037.705,0.162
28,113,85,198,At,-6714.513,197.992791673,8039.791,0.163
36,117,81,198,Tl,-27528.746,197.970446673,8040.452,0.161
34,116,82,198,Pb,-26067.489,197.972015397,8042.872,0.169
26,112,86,198,Rn,-1230.358,197.998679156,8044.064,0.162
30,114,84,198,Po,-15473.352,197.983388672,8044.445,0.16
32,115,83,198,Bi,-19369.486,197.979206,8052.781,0.174
24,111,87,198,Fr,9574.024,198.010278138,8054.184,0.167
39,119,80,199,Hg,-29546.068,198.968280989,8056.438,0.168
41,120,79,199,Au,-29093.741,198.968766582,8061.778,0.165
43,121,78,199,Pt,-27388.682,198.970597038,8065.553,0.166
29,114,85,199,At,-8823.372,198.990527719,8065.804,0.17
35,117,82,199,Pb,-25231.804,198.972912542,8066.016,0.162
33,116,83,199,Bi,-20797.566,198.977672893,8066.684,0.171
25,112,87,199,Fr,6771.393,199.007269389,8070.875,0.164
31,115,84,199,Po,-15208.483,198.983673021,8074.955,0.188
37,118,81,199,Tl,-28059.394,198.969877,8101.428,0.178
27,113,86,199,Rn,-1499.451,198.998390273,8112.754,0.176
45,122,77,199,Ir,-24398.515,198.973807115,8120.49,0.174
40,120,80,200,Hg,-29503.27,199.968326934,8151.287,0.194
38,119,81,200,Tl,-27047.23,199.970963602,8154.975,0.2
32,116,84,200,Po,-16941.761,199.98181227,8161.62,0.202
36,118,82,200,Pb,-26251.054,199.971818332,8190.256,0.197
28,114,86,200,Rn,-4004.765,199.995700707,8221.937,0.194
44,122,78,200,Pt,-26599.16,199.971444625,8222.513,0.215
34,117,83,200,Bi,-20370.755,199.978131093,8273.257,0.222
30,115,85,200,At,-8987.892,199.9903511,8306.925,0.218
42,121,79,200,Au,-27240.092,199.970756556,8310.94,0.217
26,113,87,200,Fr,6132.498,200.006583507,8323.756,0.229
41,121,80,201,Hg,-27662.542,200.970303038,8333.216,0.215
43,122,79,201,Au,-26400.714,200.971657665,8370.367,0.213
33,117,84,201,Po,-16521.185,200.982263777,8378.841,0.21
31,116,85,201,At,-10789.438,200.988417061,8404.636,0.247
27,114,87,201,Fr,3588.577,201.003852496,8426.789,0.235
37,119,82,201,Pb,-25271.036,200.972870425,8431.15,0.243
39,120,81,201,Tl,-27180.838,200.970820168,8432.778,0.245
35,118,83,201,Bi,-21416.433,200.977008512,8455.687,0.241
25,113,88,201,Ra,11936.801,201.012814683,7794.541,0.138
29,115,86,201,Rn,-4072.324,200.995628179,7631.307,0.13
45,123,78,201,Pt,-23740.714,200.974513293,7762.152,0.154
42,122,80,202,Hg,-27345.324,201.970643585,7746.94,0.137
40,121,81,202,Tl,-25980.216,201.972109089,7550.39,0.849
38,120,82,202,Pb,-25940.614,201.972151604,8066.068,0.169
28,115,87,202,Fr,3096.237,202.003323946,8280.791,0.227
34,118,84,202,Po,-17941.616,201.980738881,8291.537,0.219
26,114,88,202,Ra,9074.861,202.009742264,8374.564,0.251
36,119,83,202,Bi,-20741.484,201.9777331,7298.375,0.109
30,116,86,202,Rn,-6274.635,201.993263902,7839.799,1.162
44,123,79,202,Au,-24352.979,201.973856,7590.493,0.128
46,124,78,202,Pt,-22692.125,201.975639,7848.61,0.144
32,117,85,202,At,-10590.732,201.98863038,8074.175,0.18
41,122,81,203,Tl,-25761.377,202.972344022,8228.913,0.233
43,123,80,203,Hg,-25269.265,202.972872326,8254.38,0.231
45,124,79,203,Au,-23143.436,202.975154498,7853.053,0.159
29,116,87,203,Fr,876.417,203.000940872,6426.131,1.667
39,121,82,203,Pb,-24786.557,202.973390535,3791.6,2.501
35,119,84,203,Po,-17310.889,202.981415995,8116.817,0.179
33,118,85,203,At,-12162.557,202.986942957,8000.027,0.164
37,120,83,203,Bi,-21524.827,202.976892145,7803.608,0.157
31,117,86,203,Rn,-6153.699,202.993393732,8226.427,0.212
27,115,88,203,Ra,8661.726,203.009298745,7752.007,0.155
44,124,80,204,Hg,-24690.145,203.973494037,8414.343,0.247
40,122,82,204,Pb,-25109.892,203.97304342,7700.334,0.153
42,123,81,204,Tl,-24346.145,203.973863337,7834.191,0.148
32,118,86,204,Rn,-7970.193,203.991443644,8038.67,0.175
38,121,83,204,Bi,-20645.896,203.977835717,8337.803,0.25
36,120,84,204,Po,-18341.244,203.980309863,7935.12,0.183
28,116,88,204,Ra,6056.787,204.006502228,7250.154,0.117
34,119,85,204,At,-11875.433,203.987251197,7896.919,0.167
30,117,87,204,Fr,607.31,204.000651974,7876.016,0.165
41,123,82,205,Pb,-23770.239,204.974481597,8083.021,0.19
43,124,81,205,Tl,-23820.874,204.974427237,8135.311,0.674
45,125,80,205,Hg,-22287.74,204.976073125,8440.314,0.252
33,119,86,205,Rn,-7709.786,204.991723204,7704.763,0.171
39,122,83,205,Bi,-21064.504,204.977386323,7382.538,0.124
31,118,87,205,Fr,-1309.813,204.998593858,8611.821,0.464
37,121,84,205,Po,-17521.398,204.981190004,8427.765,0.802
35,120,85,205,At,-12971.946,204.986074041,7679.205,0.163
27,116,89,205,Ac,14106.693,205.015144158,7880.263,0.188
29,117,88,205,Ra,5838.991,205.006268415,8333.396,0.25
42,124,82,206,Pb,-23785.584,205.974465124,8441.686,0.336
44,125,81,206,Tl,-22253.367,205.976110026,7825.383,0.189
38,122,84,206,Po,-18188.674,205.980473654,7622.344,1.449
40,123,83,206,Bi,-20028.278,205.978498757,8115.029,0.645
34,120,86,206,Rn,-9132.965,205.990195358,8238.828,0.23
36,121,85,206,At,-12429.718,205.986656148,8359.151,0.276
30,118,88,206,Ra,3565.539,206.003827763,8289.875,0.234
46,126,80,206,Hg,-20945.801,205.977513756,7652.592,0.164
32,119,87,206,Fr,-1242.416,205.998666211,8110.818,0.214
28,117,89,206,Ac,13479.452,206.014470787,8393.929,0.453
43,125,82,207,Pb,-22452.047,206.975896735,8280.376,0.238
41,124,83,207,Bi,-20054.627,206.978470471,8129.438,0.217
45,126,81,207,Tl,-21034.451,206.977418586,8534.643,0.336
39,123,84,207,Po,-17145.775,206.981593252,8087.728,0.787
35,121,86,207,Rn,-8634.762,206.9907302,7341.185,0.135
37,122,85,207,At,-13227.416,206.985799783,8559.894,0.366
33,120,87,207,Fr,-2844.341,206.996946474,8169.563,1.024
47,127,80,207,Hg,-16487.444,206.9823,8367.756,0.275
29,118,89,207,Ac,11146.233,207.011965973,8162.82,0.225
31,119,88,207,Ra,3544.485,207.003805161,8402.688,0.326
44,126,82,208,Pb,-21748.598,207.976651918,8634.501,0.471
40,124,84,208,Po,-17469.596,207.981245616,7219.881,1.164
46,127,81,208,Tl,-16750.132,207.982017992,7841.363,0.195
42,125,83,208,Bi,-18870.223,207.979741981,8418.716,0.591
38,123,85,208,At,-12469.871,207.986613042,7791.005,0.192
32,120,88,208,Ra,1727.856,208.001854929,7740.753,0.189
36,122,86,208,Rn,-9655.591,207.989634295,8034.6,0.237
34,121,87,208,Fr,-2665.919,207.997138018,8461.438,0.317
48,128,80,208,Hg,-13265.406,207.985759,8267.555,1.026
28,118,90,208,Th,16683.73,208.017910722,8446.431,0.623
30,119,89,208,Ac,10753.235,208.011544073,8313.996,0.293
43,126,83,209,Bi,-18258.662,208.980398519,7981.89,0.234
