1nz,N,Z,A,EL,MASSEXCESS,AtomicMass,BE,BE_uncer
16,59,43,102,Tc,-84572.878,101.909207275,8317.733,0.021
26,64,38,102,Sr,-52159.304,101.94400468,8647.427,0.037
2,52,50,102,Sn,-64934.884,101.93028953,8478.915,0.026
15,59,44,103,Ru,-87267.171,102.906314833,8544.639,0.028
11,57,46,103,Pd,-87457.189,102.90611084,8381.712,0.041
7,55,48,103,Cd,-80651.616,102.913416923,8428.98,0.032
13,58,45,103,Rh,-88031.708,102.905494068,8658.555,0.037
21,62,41,103,Nb,-75028.671,102.919453403,7621.895,0.013
9,56,47,103,Ag,-84802.692,102.90896056,7794.024,0.014
23,63,40,103,Zr,-67815.334,102.92719724,8231.043,0.02
19,61,42,103,Mo,-80960.67,102.91308514,7860.428,0.09
5,54,49,103,In,-74632.591,102.919878613,7869.188,0.099
17,60,43,103,Tc,-84603.867,102.909174008,8230.687,0.023
25,64,39,103,Y ,-58457.575,102.937243208,8301.117,0.037
3,53,50,103,Sn,-66972.591,102.928101962,8510.984,0.036
12,58,46,104,Pd,-89395.105,103.904030401,8632.365,0.036
8,56,48,104,Cd,-83968.38,103.90985623,8673.592,0.036
14,59,45,104,Rh,-86959.348,103.906645295,8285.972,0.022
16,60,44,104,Ru,-88095.71,103.90542536,7880.864,0.015
22,63,41,104,Nb,-71819.012,103.922899115,8673.359,0.035
10,57,47,104,Ag,-85116.452,103.908623725,8477.034,0.026
4,54,50,104,Sn,-71627.047,103.923105197,8165.105,0.019
6,55,49,104,In,-76182.665,103.91821454,7969.052,0.016
20,62,42,104,Mo,-80349.968,103.913740756,8293.857,0.021
24,64,40,104,Zr,-65724.06,103.929442315,7655.662,0.014
18,61,43,104,Tc,-82503.444,103.911428905,8563.543,0.034
2,53,51,104,Sb,-59173.62,103.936474502,8269.274,0.021
13,59,46,105,Pd,-88417.888,104.905079487,8710.13,0.059
9,57,48,105,Cd,-84333.839,104.909463895,8364.729,0.024
17,61,44,105,Ru,-85934.49,104.907745525,8587.354,0.039
15,60,45,105,Rh,-87851.243,104.905687806,8342.338,0.023
5,55,50,105,Sn,-73337.992,104.921268423,8583.661,0.033
23,64,41,105,Nb,-69915.551,104.924942564,7794.797,0.015
11,58,47,105,Ag,-87070.836,104.906525607,8155.418,0.02
21,63,42,105,Mo,-77337.141,104.916975159,8275.171,0.024
7,56,49,105,In,-79640.572,104.914502324,8421.1,0.024
25,65,40,105,Zr,-61464.734,104.93401489,8435.99,0.025
3,54,51,105,Sb,-64015.482,104.931276549,8465.524,0.038
19,62,43,105,Tc,-82290.088,104.911657952,8547.938,0.038
1,53,52,105,Te,-52811.51,104.943304508,8563.747,0.036
27,66,39,105,Y ,-51270.361,104.944959,8605.91,0.036
10,58,48,106,Cd,-87132.138,105.906459797,8375.125,0.023
14,60,46,106,Pd,-89907.527,105.903480293,7908.64,0.016
12,59,47,106,Ag,-86942.383,105.906663507,7895.175,0.016
24,65,41,106,Nb,-66203.357,105.928927768,8445.745,0.033
6,56,50,106,Sn,-77353.687,105.916957396,8086.335,0.019
16,61,45,106,Rh,-86362.627,105.907285901,7720.196,0.015
18,62,44,106,Ru,-86323.223,105.907328203,8558.35,0.042
4,55,51,106,Sb,-66473.292,105.928637982,7803.84,0.102
22,64,42,106,Mo,-76134.528,105.918266218,8465.907,0.028
8,57,49,106,In,-80608.134,105.913463603,8483.357,0.04
20,63,43,106,Tc,-79776.223,105.914356697,8530.779,0.037
2,54,52,106,Te,-58219.748,105.937498526,8335.515,0.023
26,66,40,106,Zr,-58549.987,105.937144,7629.874,0.014
15,61,46,107,Pd,-88372.639,106.905128064,8184.678,0.022
11,59,48,107,Cd,-86990.261,106.906612108,8040.827,0.019
13,60,47,107,Ag,-88406.67,106.905091531,8633.376,0.037
5,56,51,107,Sb,-70653.239,106.924150624,8651.28,0.042
7,57,50,107,Sn,-78512.228,106.915713651,8320.858,0.028
25,66,41,107,Nb,-63723.81,106.931589672,8329.464,0.03
21,64,43,107,Tc,-78749.914,106.915458485,8408.896,0.035
19,63,44,107,Ru,-83862.512,106.909969885,8478.186,0.037
23,65,42,107,Mo,-72551.56,106.922112692,8495.004,0.038
9,58,49,107,In,-83564.261,106.910290071,8239.484,0.023
17,62,45,107,Rh,-86863.703,106.906747974,7782.182,0.016
3,55,52,107,Te,-60539.326,106.935008356,8472.402,0.036
27,67,40,107,Zr,-54379.688,106.941621,8610.004,0.034
16,62,46,108,Pd,-89524.206,107.903891805,8471.856,0.035
12,60,48,108,Cd,-89252.414,107.904183587,8755.851,0.057
14,61,47,108,Ag,-87606.763,107.905950266,8648.906,0.037
8,58,50,108,Sn,-82069.938,107.911894292,8522.282,0.031
4,56,52,108,Te,-65781.667,107.929380471,7869.209,0.111
6,57,51,108,Sb,-72445.331,107.922226734,7918.834,0.018
26,67,41,108,Nb,-59545.765,107.936074988,8054.506,0.115
10,59,49,108,In,-84119.819,107.909693655,8337.875,0.025
20,64,44,108,Ru,-83661.35,107.910185841,8456.721,0.04
22,65,43,108,Tc,-75922.778,107.918493541,8597.028,0.038
24,66,42,108,Mo,-70755.942,107.924040367,8578.596,0.043
18,63,45,108,Rh,-85031.721,107.908714688,8408.485,0.026
2,55,53,108,I ,-52649.605,107.943478321,8657.112,0.044
17,63,46,109,Pd,-87606.476,108.905950574,8443.541,0.028
15,62,47,109,Ag,-88719.426,108.904755773,8004.201,0.135
13,61,48,109,Cd,-88504.321,108.904986698,8671.663,0.045
11,60,49,109,In,-86489.511,108.907149685,8211.771,0.025
19,64,45,109,Rh,-84999.455,108.908749326,8437.417,0.055
5,57,52,109,Te,-67715.39,108.927304534,8441.923,0.039
7,58,51,109,Sb,-76250.977,108.918141204,8385.34,0.031
3,56,53,109,I ,-57672.496,108.938086025,8614.051,0.041
9,59,50,109,Sn,-82630.184,108.911292843,7753.002,0.017
21,65,44,109,Ru,-80738.401,108.913323756,6922.054,0.224
23,66,43,109,Tc,-74282.775,108.920254156,8661.959,0.046
25,67,42,109,Mo,-66665.996,108.928431106,8204.617,0.023
27,68,41,109,Nb,-56689.794,108.939141,8362.517,0.028
1,55,54,109,Xe,-46169.548,108.950434948,8176.705,0.023
14,62,48,110,Cd,-90347.969,109.90300746,8432.836,0.028
18,64,46,110,Pd,-88330.905,109.905172868,8445.487,0.029
16,63,47,110,Ag,-87457.302,109.906110719,7874.732,0.018
8,59,51,110,Sb,-77449.734,109.916854286,8209.815,0.025
6,58,52,110,Te,-72229.811,109.922458104,8142.773,0.023
22,66,44,110,Ru,-80072.576,109.914038548,7475.967,0.015
24,67,43,110,Tc,-71034.51,109.923741312,8398.476,0.028
12,61,49,110,In,-86469.969,109.907170665,7956.946,0.138
10,60,50,110,Sn,-85841.983,109.907844835,8326.883,0.032
20,65,45,110,Rh,-82828.686,109.911079742,8400.681,0.057
26,68,42,110,Mo,-64542.585,109.93071068,8434.709,0.043
4,57,53,110,I ,-60464.176,109.935089033,8458.023,0.031
2,56,54,110,Xe,-51922.625,109.944258765,8505.101,0.059
28,69,41,110,Nb,-52309.909,109.943843,8528.823,0.058
15,63,48,111,Cd,-89252.247,110.904183766,8623.099,0.054
19,65,46,111,Pd,-85985.888,110.907690347,8401.768,0.044
17,64,47,111,Ag,-88215.447,110.905296816,8435.279,0.042
13,62,49,111,In,-88392.043,110.905107233,8611.414,0.045
5,58,53,111,I ,-64953.785,110.930269239,8409.768,0.041
11,61,50,111,Sn,-85938.587,110.907741126,8449.198,0.03
7,59,52,111,Te,-73587.477,110.921000589,8534.835,0.037
21,66,45,111,Rh,-82304.452,110.911642531,8252.578,0.027
9,60,51,111,Sb,-80836.736,110.913218189,8693.384,0.046
23,67,44,111,Ru,-76785.271,110.917567616,7882.15,0.019
25,68,43,111,Tc,-69024.622,110.925899016,7501.931,0.015
27,69,42,111,Mo,-59939.761,110.935652016,8439.944,0.03
3,57,54,111,Xe,-54395.534,110.941603989,8194.639,0.024
16,64,48,112,Cd,-90574.859,111.902763883,8450.575,0.043
12,62,50,112,Sn,-88655.056,111.904824877,8523.908,0.043
18,65,47,112,Ag,-86583.718,111.90704855,8689.609,0.053
14,63,49,112,In,-87990.131,111.905538704,8525.37,0.041
26,69,43,112,Tc,-65258.938,111.929941644,7470.5,0.016
20,66,46,112,Pd,-86321.562,111.907329986,8544.984,0.044
4,58,54,112,Xe,-60026.338,111.935559071,8488.331,0.038
8,60,52,112,Te,-77567.508,111.91672785,8253.554,0.027
24,68,44,112,Ru,-75630.818,111.918806972,8513.102,0.036
6,59,53,112,I ,-67063.33,111.92800455,8397.228,0.038
10,61,51,112,Sb,-81598.965,111.912399903,8106.205,0.024
22,67,45,112,Rh,-79731.503,111.914404705,8329.325,0.1
2,57,55,112,Cs,-46290.277,111.950305341,8205.048,0.026
15,64,49,113,In,-89367.117,112.904060448,8265.609,0.029
17,65,48,113,Cd,-89043.284,112.904408097,8090.41,0.023
13,63,50,113,Sn,-88328.132,112.905175845,8159.035,0.025
27,70,43,113,Tc,-62811.541,112.932569033,7443.589,0.016
5,59,54,113,Xe,-62203.618,112.933221666,7840.597,0.019
21,67,46,113,Pd,-83591.092,112.910261267,8608.807,0.053
23,68,45,113,Rh,-78767.536,112.915439567,7709.742,0.018
7,60,53,113,I ,-71119.507,112.923650064,8431.692,0.038
3,58,55,113,Cs,-51764.53,112.944428488,8295.3,0.041
19,66,47,113,Ag,-87026.822,112.906572858,8528.142,0.037
11,62,51,113,Sb,-84416.968,112.909374652,8185.749,0.026
9,61,52,113,Te,-78347.029,112.915891,8406.462,0.031
25,69,44,113,Ru,-71868.119,112.922846396,8608.736,0.043
14,64,50,114,Sn,-90559.723,113.902780132,8155.633,0.025
18,66,48,114,Cd,-90014.932,113.90336499,8371.922,0.04
16,65,49,114,In,-88569.801,113.904916402,8660.378,0.057
26,70,44,114,Ru,-70221.811,113.92461378,7670.143,0.018
20,67,47,114,Ag,-84930.8,113.908823031,7594.683,0.017
22,68,46,114,Pd,-83490.943,113.91036878,8229.635,0.1
6,60,54,114,Xe,-67085.89,113.927980331,8473.711,0.048
12,63,51,114,Sb,-84496.574,113.909289191,8521.724,0.062
10,62,52,114,Te,-81888.569,113.912089,8537.651,0.04
4,59,55,114,Cs,-54682.261,113.941296175,8249.506,0.028
24,69,45,114,Rh,-75710.625,113.918721296,8434.111,0.032
2,58,56,114,Ba,-45905.426,113.950718495,8623.725,0.042
28,71,43,114,Tc,-58600.288,113.93709,8393.271,0.039
17,66,49,115,In,-89536.346,114.903878773,7938.727,0.022
15,65,50,115,Sn,-90033.835,114.903344697,8208.873,0.027
19,67,48,115,Cd,-88084.479,114.905437417,8623.654,0.048
25,70,45,115,Rh,-74229.831,114.920310993,8358.734,0.039
7,61,54,115,Xe,-68656.748,114.926293945,8663.932,0.059
23,69,46,115,Pd,-80426.386,114.913658718,7742.451,0.019
13,64,51,115,Sb,-87003.403,114.906598,8347.744,0.048
21,68,47,115,Ag,-84982.654,114.908767363,8490.02,0.044
11,63,52,115,Te,-82062.759,114.911902,7744.403,0.019
9,62,53,115,I ,-76337.797,114.918048,8536.184,0.041
27,71,44,115,Ru,-66189.734,114.928942393,8343.217,0.03
29,72,43,115,Tc,-56319.99,114.939538,8623.168,0.044
16,66,50,116,Sn,-91525.97,115.901742824,8514.667,0.038
20,68,48,116,Cd,-88712.48,115.90476323,7454.829,0.017
18,67,49,116,In,-88249.749,115.905259992,8199.795,0.027
22,69,47,116,Ag,-82542.653,115.911386812,7992.75,0.023
28,72,44,116,Ru,-64068.909,115.931219193,8627.649,0.057
14,65,51,116,Sb,-86822.15,115.906792583,8391.682,0.046
24,70,46,116,Pd,-79831.635,115.91429721,7435.888,0.017
8,62,54,116,Xe,-73046.724,115.921581112,7776.366,0.02
12,64,52,116,Te,-85268.961,115.90846,8587.78,0.051
26,71,45,116,Rh,-70736.122,115.924061645,8631.549,0.068
10,63,53,116,I ,-77492.236,115.916808658,8288.654,0.03
17,67,50,117,Sn,-90397.751,116.902954017,8176.697,0.027
21,69,48,117,Cd,-86418.389,116.907226038,7632.207,0.019
19,68,49,117,In,-88943.042,116.904515712,8189.149,0.029
25,71,46,117,Pd,-76424.477,116.917954944,8150.573,0.032
15,66,51,117,Sb,-88639.539,116.904841535,8373.42,0.048
27,72,45,117,Rh,-68897.373,116.926035623,8319.33,0.04
9,63,54,117,Xe,-74185.337,116.92035876,8084.463,0.025
13,65,52,117,Te,-85095.411,116.908646313,7409.675,0.017
23,70,47,117,Ag,-82182.014,116.911773974,8187.063,0.028
11,64,53,117,I ,-80436.077,116.913648314,7696.692,0.02
7,62,55,117,Cs,-66493.092,116.928616726,8395.327,0.037
5,61,56,117,Ba,-57457.753,116.938316561,7657.119,0.02
29,73,44,117,Ru,-59489.865,116.936135,7422.194,0.017
18,68,50,118,Sn,-91652.853,117.901606609,7620.922,0.02
26,72,46,118,Pd,-75388.746,117.919066847,7517.501,0.019
24,71,47,118,Ag,-79553.792,117.914595487,8550.37,0.043
16,67,51,118,Sb,-87996.213,117.905532174,8416.047,0.035
20,69,49,118,In,-87228.211,117.906356659,7796.665,0.022
10,64,54,118,Xe,-78079.057,117.91617868,8493.778,0.04
8,63,55,118,Cs,-68409.367,117.926559519,8388.571,0.045
14,66,52,118,Te,-87696.584,117.905853839,8560.864,0.045
12,65,53,118,I ,-80971.048,117.913074,8192.916,0.03
22,70,48,118,Cd,-86701.641,117.906921955,7701.135,0.021
28,73,45,118,Rh,-64887.46,117.930340443,8144.741,0.028
19,69,50,119,Sn,-90065.022,118.903311216,8241.27,0.031
21,70,49,119,In,-87699.281,118.905850944,8196.885,0.033
17,68,51,119,Sb,-89474.18,118.903945512,8393.032,0.086
15,67,52,119,Te,-87181.18,118.906407148,8632.857,0.07
27,73,46,119,Pd,-71407.902,118.923340459,8195.296,0.03
29,74,45,119,Rh,-62822.794,118.932556952,7501.968,0.158
11,65,54,119,Xe,-78794.413,118.915410713,8402.552,0.048
9,64,55,119,Cs,-72305.051,118.92237733,8533.899,0.048
25,72,47,119,Ag,-78645.765,118.915570293,8282.934,0.043
13,66,53,119,I ,-83765.53,118.910074,7726.715,0.022
23,71,48,119,Cd,-83977.068,118.909846903,7665.69,0.021
7,63,56,119,Ba,-64590.086,118.930659686,7870.318,0.027
20,70,50,120,Sn,-91098.369,119.902201873,7871.282,0.024
28,74,46,120,Pd,-70280.05,119.924551258,8512.546,0.048
16,68,52,120,Te,-89367.987,119.904059514,8502.43,0.05
24,72,48,120,Cd,-83957.354,119.909868067,8389.071,0.036
26,73,47,120,Ag,-75651.502,119.918784767,8503.865,0.042
18,69,51,120,Sb,-88417.761,119.905079624,7703.256,0.022
10,65,55,120,Cs,-73888.639,119.920677279,8177.297,0.031
12,66,54,120,Xe,-82172.423,119.91178427,7790.003,0.023
14,67,53,120,I ,-83752.987,119.910087465,8645.513,0.061
22,71,49,120,In,-85728.369,119.907966805,7924.681,0.026
8,64,56,120,Ba,-68888.639,119.926045,8377.077,0.036
21,71,50,121,Sn,-89197.265,120.904242792,7826.561,0.025
25,73,48,121,Cd,-81073.826,120.912963663,8656.204,0.103
19,70,51,121,Sb,-89600.321,120.903810093,8063.827,0.116
29,75,46,121,Pd,-66182.329,120.928950343,8415.056,0.038
15,68,53,121,I ,-86251.449,120.907405255,8537.93,0.05
13,67,54,121,Xe,-82480.986,120.911453014,8132.392,0.032
27,74,47,121,Ag,-74402.821,120.920125282,8484.994,0.05
11,66,55,121,Cs,-77102.331,120.917227238,8562.598,0.128
17,69,52,121,Te,-88545.502,120.904942488,7618.337,0.022
23,72,49,121,In,-85835.974,120.907851286,7744.616,0.023
9,65,56,121,Ba,-70744.837,120.924052289,8094.037,0.034
31,76,45,121,Rh,-56250.128,120.939613,8596.301,0.051
18,70,52,122,Te,-90314.46,121.903043434,8612.388,0.078
26,74,48,122,Cd,-80612.374,121.913459052,8351.925,0.062
22,72,50,122,Sn,-89941.333,121.903444001,7780.722,0.025
20,71,51,122,Sb,-88335.37,121.905168074,8622.69,0.053
16,69,53,122,I ,-86080.46,121.90758882,7791.021,0.024
14,68,54,122,Xe,-85354.977,121.908367658,7768.447,0.024
30,76,46,122,Pd,-64616.161,121.930631694,8432.038,0.048
10,66,56,122,Ba,-74608.944,121.919904,7659.222,0.023
12,67,55,122,Cs,-78144.759,121.916108145,7808.4,0.027
28,75,47,122,Ag,-71106.108,121.923664448,8153.637,0.033
24,73,49,122,In,-83572.741,121.910280966,7814.777,0.024
19,71,52,123,Te,-89172.156,122.904269747,7857.316,0.025
21,72,51,123,Sb,-89224.069,122.904214016,8546.346,0.079
23,73,50,123,Sn,-87816.181,122.905725446,8609.574,0.098
27,75,48,123,Cd,-77414.181,122.916892453,7491.043,0.021
17,70,53,123,I ,-87943.727,122.90558852,8439.82,0.04
15,69,54,123,Xe,-85248.701,122.90848175,8614.866,0.054
11,67,56,123,Ba,-75654.953,122.918781062,8035.073,0.029
13,68,55,123,Cs,-81043.646,122.912996062,8475.821,0.044
25,74,49,123,In,-83430.353,122.910433826,7682.802,0.023
29,76,47,123,Ag,-69548.078,122.925337062,8184.627,0.033
31,77,46,123,Pd,-60429.742,122.935126,7498.94,0.021
24,74,50,124,Sn,-88234.193,123.905276692,8396.06,0.041
20,72,52,124,Te,-90525.321,123.902817064,7996.015,0.119
22,73,51,124,Sb,-87620.248,123.905935789,8437.023,0.043
16,70,54,124,Xe,-87661.421,123.905891588,8130.379,0.031
18,71,53,124,I ,-87365.734,123.906209021,7956.523,0.029
28,76,48,124,Cd,-76701.672,123.917657363,7749.171,0.025
14,69,55,124,Cs,-81731.334,123.912257798,8404.815,0.048
12,68,56,124,Ba,-79089.775,123.915093629,7830.757,0.027
26,75,49,124,In,-80870.201,123.913182263,7947.902,0.028
10,67,57,124,La,-70258.61,123.924574275,8172.884,0.037
30,77,47,124,Ag,-66200.134,123.928931229,8439.494,0.05
25,75,50,125,Sn,-85896.376,124.907786442,8488.237,0.123
21,73,52,125,Te,-89022.974,124.9044299,8326.078,0.038
19,72,53,125,I ,-88837.204,124.904629333,8676.616,0.067
17,71,54,125,Xe,-87193.381,124.90639405,8493.13,0.048
23,74,51,125,Sb,-88256.274,124.905252987,8441.458,0.044
29,77,48,125,Cd,-73348.095,124.921257577,8469.027,0.05
15,70,55,125,Cs,-84087.95,124.909727867,7781.488,0.027
13,69,56,125,Ba,-79668.965,124.914471843,8553.931,0.051
11,68,57,125,La,-73759.484,124.920815932,8560.94,0.051
27,76,49,125,In,-80476.805,124.913604591,8481.462,0.076
31,78,47,125,Ag,-64519.932,124.930735,8666.033,0.061
22,74,52,126,Te,-90065.348,125.903310866,8505.902,0.067
30,78,48,126,Cd,-72256.802,125.922429127,8303.721,0.05
18,72,54,126,Xe,-89146.962,125.904296794,8664.189,0.061
20,73,53,126,I ,-87911.318,125.905623313,7866.797,0.026
16,71,55,126,Cs,-84350.829,125.909445655,7819.774,0.026
26,76,50,126,Sn,-86015.24,125.907658836,8406.493,0.043
14,70,56,126,Ba,-82669.902,125.911250204,4487.247,0.908
28,77,49,126,In,-77772.908,125.916507344,8663.875,0.06
10,68,58,126,Ce,-70820.558,125.923971,8372.666,0.051
24,75,51,126,Sb,-86393.24,125.907253036,7456.038,0.022
12,69,57,126,La,-74973.468,125.919512667,8502.222,0.064
23,75,52,127,Te,-88281.678,126.905225714,8529.275,0.067
21,74,53,127,I ,-88983.909,126.904471838,8549.029,0.065
19,73,54,127,Xe,-88321.56,126.905182899,8091.041,0.032
25,76,51,127,Sb,-86699.477,126.906924277,8353.621,0.049
17,72,55,127,Cs,-86240.154,126.907417381,8124.979,0.034
27,77,50,127,Sn,-83470.803,126.910390401,8411.562,0.044
15,71,56,127,Ba,-82817.944,126.911091275,7431.78,0.022
31,79,48,127,Cd,-68747.402,126.926196624,7761.717,0.026
29,78,49,127,In,-76896.184,126.917448546,8468.403,0.086
13,70,57,127,La,-77896.108,126.916375084,7701.393,0.026
11,69,58,127,Ce,-71979.336,126.922727,8268.226,0.039
24,76,52,128,Te,-88993.716,127.904461311,8383.911,0.055
20,74,54,128,Xe,-89860.298,127.903530996,7733.017,0.027
22,75,53,128,I ,-87738.724,127.9058086,7889.703,0.029
16,72,56,128,Ba,-85378.497,127.908342408,8435.237,0.056
18,73,55,128,Cs,-85931.581,127.907748648,8555.613,0.138
32,80,48,128,Cd,-67241.89,127.927812857,8549.111,0.061
28,78,50,128,Sn,-83362.008,127.910507197,8252.252,0.043
26,77,51,128,Sb,-84630.286,127.909145645,8583.561,0.079
12,70,58,128,Ce,-75533.917,127.918911,8588.216,0.058
10,69,59,128,Pr,-66330.757,127.928791,7769.373,0.03
14,71,57,128,La,-78625.431,127.915592123,7640.715,0.026
30,79,49,128,In,-74145.941,127.920401053,8310.971,0.042
21,75,54,129,Xe,-88696.05896,128.9047808589,8144.625,0.037
25,77,52,129,Te,-87004.807,128.906596492,8157.495,0.037
31,80,49,129,In,-72837.72,128.921805486,7620.721,0.026
23,76,53,129,I ,-88507.125,128.904983687,8292.444,0.043
19,74,55,129,Cs,-87499.246,128.90606569,8412.681,0.054
17,73,56,129,Ba,-85063.198,128.908680896,8635.718,0.073
33,81,48,129,Cd,-63058.046,128.932304399,7465.881,0.024
29,79,50,129,Sn,-80590.903,128.913482102,7758.657,0.028
27,78,51,129,Sb,-84629.307,128.909146696,8261.932,0.041
15,72,57,129,La,-81324.573,128.912694475,8407.195,0.128
13,71,58,129,Ce,-76287.496,128.918102,8242.609,0.041
11,70,59,129,Pr,-69773.558,128.925095,8569.488,0.063
22,76,54,130,Xe,-89880.463,129.903509349,8129.444,0.039
26,78,52,130,Te,-87352.949,129.906222747,7833.397,0.029
30,80,50,130,Sn,-80132.206,129.913974533,8569.422,0.067
18,74,56,130,Ba,-87261.544,129.906320874,7692.351,0.028
24,77,53,130,I ,-86936.138,129.906670211,8521.562,0.083
20,75,55,130,Cs,-86899.743,129.906709283,8014.837,0.034
28,79,51,130,Sb,-82285.676,129.911662688,7819.225,0.032
34,82,48,130,Cd,-61117.589,129.934387566,8346.529,0.044
16,73,57,130,La,-81627.366,129.912369413,7461.864,0.025
10,70,60,130,Nd,-66596.232,129.928506,7648.376,0.028
14,72,58,130,Ce,-79422.905,129.914736,7731.708,0.031
32,81,49,130,In,-69883.206,129.924977288,8613.628,0.069
12,71,59,130,Pr,-71175.457,129.92359,8454.275,0.078
23,77,54,131,Xe,-88413.558,130.905084136,8241.346,0.042
27,79,52,131,Te,-85211.012,130.908522211,8474.774,0.063
25,78,53,131,I ,-87442.71,130.906126384,8320.828,0.044
29,80,51,131,Sb,-81981.401,130.911989341,8622.806,0.068
19,75,56,131,Ba,-86683.731,130.906941181,8576.981,0.063
33,82,49,131,In,-68025.03,130.926972122,8367.763,0.058
31,81,50,131,Sn,-77264.571,130.917053066,8405.106,0.048
21,76,55,131,Cs,-88058.786,130.905464999,8488.399,0.077
11,71,60,131,Nd,-67768.033,130.92724802,8564.039,0.076
17,74,57,131,La,-83769.256,130.91007,8581.741,0.096
15,73,58,131,Ce,-79708.44,130.914429465,8620.313,0.066
13,72,59,131,Pr,-74300.656,130.92023496,8631.512,0.072
35,83,48,131,Cd,-55218.965,130.94072,8116.888,0.045
24,78,54,132,Xe,-89278.96179,131.9041550869,7737.775,0.03
22,77,55,132,Cs,-87152.681,131.906437743,7603.704,0.028
20,76,56,132,Ba,-88435.017,131.905061098,8538.499,0.106
32,82,50,132,Sn,-76546.542,131.917823902,7741.36,0.03
30,81,51,132,Sb,-79635.271,131.914508015,8520.724,0.058
28,80,52,132,Te,-85188.186,131.908546716,7428.729,0.026
26,79,53,132,I ,-85703.49,131.907993514,7877.397,0.032
16,74,58,132,Ce,-82470.896,131.911463846,8358.115,0.06
12,72,60,132,Nd,-71425.807,131.923321237,8460.184,0.09
14,73,59,132,Pr,-75227.456,131.91924,8063.242,0.045
18,75,57,132,La,-83723.65,131.910118959,7399.974,0.025
34,83,49,132,In,-62411.542,131.932998449,8476.755,0.067
23,78,55,133,Cs,-88070.931,132.905451961,7836.673,0.032
21,77,56,133,Ba,-87553.613,132.906007325,7409.657,0.026
33,83,50,133,Sn,-70873.88,132.923913756,8146.112,0.046
29,81,52,133,Te,-82937.122,132.910963332,8580.163,0.068
25,79,54,133,Xe,-87643.571,132.90591075,8010.512,0.046
31,82,51,133,Sb,-78923.503,132.91527213,7885.344,0.035
27,80,53,133,I ,-85858.26,132.907827361,8443.527,0.088
15,74,59,133,Pr,-77937.581,132.916330561,8384.911,0.073
17,75,58,133,Ce,-82418.214,132.911520402,8541.522,0.069
19,76,57,133,La,-85494.383,132.908218,8220.016,0.062
13,73,60,133,Nd,-72332.372,132.922348,7626.368,0.03
11,72,61,133,Pm,-65407.646,132.929782,8281.987,0.047
26,80,54,134,Xe,-88125.822,133.905393033,8604.973,0.071
24,79,55,134,Cs,-86891.154,133.906718503,7584.605,0.029
22,78,56,134,Ba,-88949.853,133.904508399,7767.858,0.032
32,83,51,134,Sb,-74020.542,133.920535675,8551.757,0.078
30,82,52,134,Te,-82533.741,133.911396379,7793.941,0.032
34,84,50,134,Sn,-66433.748,133.928680433,8122.041,0.042
28,81,53,134,I ,-84043.429,133.909775663,8638.407,0.082
14,74,60,134,Nd,-75646.432,133.91879021,7948.817,0.047
20,77,57,134,La,-85218.65,133.908514011,8247.927,0.061
16,75,59,134,Pr,-78527.991,133.915696729,8495.631,0.062
18,76,58,134,Ce,-84832.889,133.908928142,7422.471,0.027
12,73,61,134,Pm,-66738.751,133.928353,8274.185,0.145
23,79,56,135,Ba,-87850.498,134.905688606,8488.01,0.061
25,80,55,135,Cs,-87581.643,134.905977234,8492.584,0.061
31,83,52,135,Te,-77728.78,134.916554718,7785.172,0.033
29,82,53,135,I ,-83779.145,134.910059382,8020.616,0.212
33,84,51,135,Sb,-69690.323,134.925184357,8164.145,0.045
35,85,50,135,Sn,-60632.244,134.934908605,7721.171,0.032
27,81,54,135,Xe,-86413.151,134.907231661,7719.038,0.035
21,78,57,135,La,-86643.317,134.906984568,7753.26,0.033
19,77,58,135,Ce,-84616.171,134.909160799,8264.877,0.05
17,76,59,135,Pr,-80935.861,134.913111774,8691.667,0.136
15,75,60,135,Nd,-76213.609,134.91818132,7859.388,0.039
13,74,61,135,Pm,-70052.075,134.924796,8413.391,0.07
11,73,62,135,Sm,-62857.215,134.93252,8112.471,0.043
28,82,54,136,Xe,-86429.159,135.907214476,7753.786,0.037
24,80,56,136,Ba,-88886.921,135.904575959,7679.143,0.032
20,78,58,136,Ce,-86508.372,135.907129438,8456.821,0.063
26,81,55,136,Cs,-86338.697,135.90731159,8449.28,0.061
32,84,52,136,Te,-74425.269,135.920101182,8265.454,0.05
34,85,51,136,Sb,-64506.88,135.930749011,8372.234,0.072
18,77,59,136,Pr,-81340.355,135.912677532,8302.127,0.049
16,76,60,136,Nd,-79199.287,135.914976064,8448.782,0.189
12,74,62,136,Sm,-66810.89,135.928275555,8100.344,0.224
30,83,53,136,I ,-79545.214,135.914604695,8105.589,0.05
22,79,57,136,La,-86037.479,135.907634962,8475.635,0.06
14,75,61,136,Pm,-71169.915,135.923595949,7726.911,0.033
29,83,54,137,Xe,-82383.404,136.911557773,8370.395,0.052
25,81,56,137,Ba,-87721.235,136.905827375,8092.557,0.045
27,82,55,137,Cs,-86545.606,136.907089464,8303.264,0.057
21,79,58,137,Ce,-85918.588,136.907762596,8352.932,0.168
23,80,57,137,La,-87140.688,136.906450618,8416.929,0.062
33,85,52,137,Te,-69303.753,136.925599357,8568.103,0.1
11,74,63,137,Eu,-60145.895,136.935430722,8486.143,0.061
19,78,59,137,Pr,-83201.693,136.910679304,8410.658,0.064
31,84,53,137,I ,-76356.258,136.91802818,8572.269,0.153
